Unique Store_ID,Unique Product_ID,23.11.2019,30.11.2019,07.12.2019,14.12.2019,21.12.2019,28.12.2019,04.01.2020,11.01.2020,18.01.2020,25.01.2020,01.02.2020,08.02.2020,15.02.2020
Store 41,Product 65,5,5,5,5,2,3,3,3,2,2,6,4,4
Store 41,Product 54,3,3,3,3,3,3,3,2,3,3,1,1,1
Store 41,Product 780,3,1,3,2,4,3,3,3,2,0,6,4,4
Store 41,Product 746,4,5,5,5,5,4,3,3,1,3,5,5,5
Store 41,Product 770,3,3,3,2,2,1,4,4,4,4,4,-2,4
Store 41,Product 546,10,11,7,6,10,6,10,2,2,17,13,29,45
Store 41,Product 417,9,8,8,7,9,9,6,5,3,7,-1,5,7
Store 41,Product 459,75,68,62,61,55,49,46,43,41,31,29,27,15
Store 41,Product 724,2,2,2,2,2,2,2,2,1,2,2,-4,0
Store 41,Product 723,2,1,2,1,2,2,1,2,2,2,2,0,2
Store 41,Product 585,3,1,6,6,6,6,4,1,2,2,-2,2,0
Store 41,Product 580,10,10,8,7,6,4,2,5,4,2,6,0,10
Store 41,Product 571,4,3,1,1,7,7,7,5,5,4,12,10,10
Store 41,Product 578,2,2,2,4,2,5,1,5,4,0,2,2,2
Store 41,Product 524,4,4,2,4,3,2,6,3,2,3,1,-1,-1
Store 41,Product 425,4,4,3,2,2,1,0,0,0,0,0,4,2
Store 41,Product 725,2,2,2,1,2,2,2,2,2,2,2,2,2
Store 41,Product 732,2,2,2,2,2,2,2,2,1,1,3,3,3
Store 41,Product 473,6,6,6,6,6,5,4,3,3,4,4,4,2
Store 41,Product 762,3,3,1,3,2,2,3,3,0,6,6,6,4
Store 41,Product 812,5,4,4,2,2,2,2,1,0,2,2,2,2
Store 41,Product 757,3,3,2,1,2,2,2,2,2,2,2,2,2
Store 41,Product 655,2,2,2,2,2,2,2,2,1,3,3,3,3
Store 41,Product 601,2,2,2,2,1,2,2,2,2,2,2,2,2
Store 41,Product 719,5,2,4,3,3,1,3,2,3,3,3,7,7
Store 41,Product 790,3,2,3,4,4,3,4,4,4,4,4,4,4
Store 41,Product 465,2,2,4,4,2,2,2,2,2,2,-2,2,2
Store 41,Product 507,2,2,2,2,2,2,2,4,4,2,2,2,2
Store 41,Product 443,11,10,13,13,15,13,12,13,12,12,12,10,0
Store 41,Product 1,3,3,2,2,3,3,3,3,3,3,1,-1,-3
Store 41,Product 131,3,3,3,3,3,3,3,3,3,3,3,1,3
Store 41,Product 107,3,3,3,3,2,3,3,3,3,3,3,3,1
Store 41,Product 42,2,2,2,2,2,1,2,2,2,2,2,2,2
Store 41,Product 916,5,7,7,7,5,6,4,8,6,6,2,8,8
Store 41,Product 885,8,8,7,6,6,6,6,6,6,4,4,-2,4
Store 41,Product 921,6,6,6,6,5,5,5,5,5,5,5,3,3
Store 41,Product 784,16,10,10,11,3,15,12,1,9,23,27,11,25
Store 41,Product 893,8,9,9,6,8,8,6,5,6,-1,9,7,1
Store 41,Product 823,15,14,14,9,18,16,14,13,13,15,11,19,19
Store 41,Product 799,10,8,7,7,10,4,10,7,10,4,-2,6,2
Store 41,Product 851,7,0,8,7,3,6,8,6,6,6,6,2,0
Store 41,Product 844,5,6,2,6,5,4,3,7,4,4,4,4,-2
Store 41,Product 874,5,0,6,3,6,6,3,6,4,4,-2,4,2
Store 41,Product 864,6,5,3,5,3,2,3,5,5,5,7,3,3
Store 41,Product 734,144,131,141,144,106,98,53,93,59,104,138,130,112
Store 41,Product 909,52,48,40,67,42,42,32,46,38,26,36,28,34
Store 41,Product 887,4,13,11,10,8,8,4,6,6,22,14,12,20
Store 41,Product 805,0,0,0,0,0,0,5,12,12,9,3,1,7
Store 41,Product 139,1,0,0,0,0,1,2,2,2,-2,-2,-2,2
Store 41,Product 140,3,3,3,0,0,3,3,3,3,3,3,3,3
Store 41,Product 141,3,1,0,1,0,4,4,4,4,2,2,2,2
Store 41,Product 143,5,5,5,-1,0,2,2,2,2,2,2,2,0
Store 41,Product 962,3,3,1,4,3,2,2,3,3,4,2,4,4
Store 41,Product 935,14,14,14,14,14,14,14,19,19,19,19,19,19
Store 41,Product 942,0,0,0,0,0,0,6,6,6,6,18,18,16
Store 41,Product 741,43,38,32,29,24,18,17,15,21,21,21,37,35
Store 41,Product 756,0,0,0,0,0,0,10,10,10,6,18,18,14
Store 41,Product 814,5,5,4,6,5,5,5,5,5,3,5,5,5
Store 41,Product 769,11,10,9,8,5,4,4,4,3,5,11,21,23
Store 41,Product 748,6,5,5,4,3,1,4,5,5,4,10,4,14
Store 41,Product 688,20,16,16,12,6,3,2,2,2,20,20,18,16
Store 41,Product 34,5,7,7,6,5,2,3,2,3,3,3,3,3
Store 41,Product 81,5,5,5,4,4,4,4,4,4,4,4,4,4
Store 41,Product 129,4,4,4,4,3,3,3,3,3,3,3,3,3
Store 41,Product 490,10,10,8,7,6,2,2,5,5,5,3,1,-5
Store 41,Product 676,2,2,2,2,2,2,2,2,2,2,0,2,2
Store 41,Product 514,4,4,4,5,5,5,4,3,2,2,0,0,-2
Store 41,Product 603,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 969,9,14,12,10,11,9,7,0,0,0,0,0,0
Store 41,Product 768,8,8,7,6,4,4,6,4,6,0,4,6,4
Store 41,Product 771,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 41,Product 776,4,2,1,5,1,2,3,3,0,-3,1,1,1
Store 41,Product 119,3,3,4,4,3,3,3,3,3,3,1,1,3
Store 41,Product 834,9,6,5,4,3,2,2,3,3,3,1,3,3
Store 41,Product 967,9,9,9,9,9,9,9,9,9,9,9,9,9
Store 41,Product 930,4,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 315,6,6,6,6,6,6,6,6,6,6,6,6,4
Store 41,Product 359,3,3,3,3,3,3,3,3,3,14,12,10,10
Store 41,Product 300,5,5,5,4,4,4,4,3,4,2,4,4,4
Store 41,Product 344,5,4,4,2,4,4,4,3,4,4,4,4,4
Store 41,Product 318,12,13,8,14,15,14,13,13,13,13,13,9,9
Store 41,Product 345,6,5,4,4,4,3,4,4,7,7,5,7,5
Store 41,Product 233,12,12,12,17,16,14,16,12,13,13,9,23,21
Store 41,Product 373,12,16,13,19,12,12,10,9,9,20,20,20,20
Store 41,Product 230,8,7,7,6,5,6,7,8,7,5,3,3,-7
Store 41,Product 338,8,7,7,7,7,7,7,7,7,7,7,7,7
Store 41,Product 223,2,4,6,6,6,6,4,3,3,3,3,3,3
Store 41,Product 367,4,3,3,3,3,3,3,3,3,3,3,3,13
Store 41,Product 332,4,4,3,3,3,3,3,3,6,2,12,10,10
Store 41,Product 352,7,7,7,6,6,6,5,5,5,5,3,3,3
Store 41,Product 385,6,6,6,6,5,5,5,5,5,5,5,3,3
Store 41,Product 328,3,2,3,3,3,3,2,3,2,4,4,4,4
Store 41,Product 714,5,4,3,3,2,2,1,1,0,6,6,4,4
Store 41,Product 301,5,4,4,2,8,5,5,5,5,5,5,3,3
Store 41,Product 329,8,8,8,8,8,6,5,3,7,7,7,7,7
Store 41,Product 320,4,7,10,7,3,9,6,6,6,6,6,6,6
Store 41,Product 386,7,6,6,6,5,5,5,5,5,5,5,5,5
Store 41,Product 118,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 41,Product 339,5,5,4,4,4,4,4,4,3,3,3,13,13
Store 41,Product 45,9,6,5,3,2,2,2,1,2,2,0,2,2
Store 41,Product 84,4,3,5,5,5,5,4,4,4,6,6,6,6
Store 41,Product 914,5,5,5,5,5,5,5,5,5,5,3,3,3
Store 41,Product 115,3,3,3,3,3,2,3,3,3,3,3,3,3
Store 41,Product 127,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 41,Product 48,1,1,1,1,1,1,1,1,1,1,1,1,1
Store 41,Product 187,3,3,5,5,5,5,5,5,5,5,5,5,5
Store 41,Product 192,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 41,Product 176,3,3,3,3,3,3,3,2,2,2,2,2,2
Store 41,Product 186,2,2,2,2,2,1,1,1,1,1,1,1,1
Store 41,Product 168,3,3,3,2,2,1,0,0,3,3,3,3,3
Store 41,Product 669,5,5,5,4,6,5,5,5,5,5,5,5,5
Store 41,Product 673,5,5,5,9,8,8,8,8,8,8,8,8,8
Store 41,Product 555,8,7,7,7,7,7,7,6,5,5,3,3,3
Store 41,Product 583,6,13,13,11,11,11,11,7,5,8,6,4,10
Store 41,Product 596,9,5,18,17,16,15,13,12,9,4,16,12,2
Store 41,Product 520,12,11,11,9,8,7,7,6,5,9,15,13,7
Store 41,Product 471,8,8,17,17,17,17,16,16,15,13,9,7,7
Store 41,Product 668,3,3,3,3,3,3,3,3,3,3,1,1,1
Store 41,Product 618,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 41,Product 638,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 41,Product 836,4,4,4,4,4,4,4,3,4,4,4,4,4
Store 41,Product 842,4,4,4,4,4,4,3,4,4,4,4,4,4
Store 41,Product 635,2,2,2,2,1,2,2,2,2,0,2,2,2
Store 41,Product 539,2,2,2,2,2,2,2,2,2,2,2,0,2
Store 41,Product 608,2,2,2,2,2,2,2,2,2,3,3,3,3
Store 41,Product 816,8,8,6,6,6,4,4,7,4,8,4,16,16
Store 41,Product 896,21,20,18,18,18,17,17,17,17,17,17,17,17
Store 41,Product 895,26,38,37,36,36,35,35,34,34,34,34,32,32
Store 41,Product 764,6,6,5,5,6,5,5,4,11,10,4,8,6
Store 41,Product 623,1,1,2,2,2,2,2,2,2,2,2,2,2
Store 41,Product 679,3,2,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 51,3,2,2,2,1,1,3,3,3,1,5,1,5
Store 41,Product 102,3,3,3,3,3,3,1,3,2,3,3,1,3
Store 41,Product 894,3,3,3,1,3,3,3,3,3,2,6,4,4
Store 41,Product 899,4,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 854,6,6,6,6,8,8,8,8,6,6,6,6,6
Store 41,Product 485,23,20,19,19,18,17,16,14,14,9,29,25,25
Store 41,Product 427,3,8,8,8,8,8,8,8,8,8,8,8,8
Store 41,Product 464,7,7,7,6,6,4,4,4,3,3,3,3,5
Store 41,Product 456,3,3,3,3,2,2,3,7,7,6,6,6,6
Store 41,Product 412,6,10,14,11,9,7,11,12,18,18,14,10,10
Store 41,Product 979,9,9,9,9,7,7,7,7,7,7,7,7,7
Store 41,Product 974,6,6,6,6,5,4,4,4,4,4,4,4,4
Store 41,Product 804,3,3,3,3,3,3,1,1,1,1,1,1,1
Store 41,Product 810,44,51,38,66,66,55,33,33,25,14,58,48,70
Store 41,Product 463,9,9,9,9,9,9,8,8,6,6,6,6,6
Store 41,Product 56,6,5,3,2,5,0,3,5,1,1,7,5,7
Store 41,Product 357,12,8,-1,15,15,14,19,17,17,17,17,17,17
Store 41,Product 353,14,11,8,14,14,14,20,17,17,17,17,17,17
Store 41,Product 319,28,30,29,35,35,35,33,35,32,30,24,16,12
Store 41,Product 366,36,35,32,37,37,37,35,34,34,31,43,41,37
Store 41,Product 109,3,3,3,3,3,3,3,3,3,3,3,3,1
Store 41,Product 905,5,5,5,4,3,3,3,3,3,3,3,3,3
Store 41,Product 718,11,6,6,8,9,7,6,8,8,7,3,3,3
Store 41,Product 808,10,7,12,12,8,7,4,6,8,7,7,1,7
Store 41,Product 722,4,10,8,13,10,8,6,7,7,7,1,1,5
Store 41,Product 710,6,5,4,5,3,4,3,3,2,8,4,8,6
Store 41,Product 830,5,4,3,3,3,3,3,3,5,5,5,3,3
Store 41,Product 80,6,5,3,3,3,4,1,3,6,2,2,0,4
Store 41,Product 797,27,27,26,43,38,34,32,31,31,25,25,23,21
Store 41,Product 480,8,8,8,8,9,7,7,7,7,7,5,5,1
Store 41,Product 415,11,7,6,9,12,5,13,14,13,19,17,13,9
Store 41,Product 781,8,10,7,11,11,8,12,21,25,45,37,53,39
Store 41,Product 868,10,9,8,8,6,6,6,18,18,40,40,32,28
Store 41,Product 761,6,7,4,2,8,8,7,9,7,26,30,30,22
Store 41,Product 951,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 890,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 511,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 41,Product 486,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 41,Product 505,2,2,2,2,2,2,2,1,2,0,2,2,2
Store 41,Product 840,3,3,3,0,3,3,3,3,3,3,3,1,3
Store 41,Product 871,2,3,3,2,3,3,3,3,3,3,3,3,3
Store 41,Product 37,10,9,9,9,7,3,5,4,4,0,6,8,8
Store 41,Product 451,14,14,13,12,10,8,6,6,9,7,5,7,5
Store 41,Product 521,4,14,13,13,13,11,8,5,0,2,-2,-2,32
Store 41,Product 522,11,11,11,11,11,11,11,11,11,11,7,5,1
Store 41,Product 101,3,3,3,3,3,3,3,3,3,3,3,-3,3
Store 41,Product 938,4,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 978,3,3,3,3,3,2,3,3,3,3,3,3,1
Store 41,Product 194,2,1,2,2,1,1,1,2,2,2,2,2,2
Store 41,Product 185,2,2,2,0,1,0,0,1,3,3,3,3,3
Store 41,Product 809,4,3,3,6,6,6,6,6,6,6,6,6,6
Store 41,Product 878,11,18,16,17,15,14,9,9,8,8,14,12,8
Store 41,Product 886,11,9,8,8,5,11,11,11,11,11,9,1,9
Store 41,Product 754,3,3,3,3,2,3,3,3,3,3,3,3,3
Store 41,Product 33,3,2,3,3,2,3,3,1,2,4,-2,2,4
Store 41,Product 22,3,2,5,3,7,4,3,2,3,3,3,3,3
Store 41,Product 39,6,6,6,2,3,2,2,2,3,1,3,-3,3
Store 41,Product 58,3,3,3,3,4,3,2,3,2,6,2,8,10
Store 41,Product 68,2,6,5,4,4,4,4,4,7,7,9,5,11
Store 41,Product 69,5,4,4,6,4,4,4,4,5,5,5,5,5
Store 41,Product 26,0,5,2,4,7,6,5,4,5,14,6,14,6
Store 41,Product 46,5,3,3,4,2,2,5,5,5,-2,-8,2,8
Store 41,Product 50,5,5,3,5,4,3,3,4,3,8,8,6,10
Store 41,Product 32,4,3,3,2,3,0,4,4,3,7,5,-3,13
Store 41,Product 3,4,3,3,0,2,3,0,3,2,4,2,2,-4
Store 41,Product 13,3,0,0,5,4,3,3,1,4,4,-2,0,-4
Store 41,Product 117,18,17,17,12,18,18,17,17,17,17,17,17,17
Store 41,Product 41,4,2,3,4,2,2,4,3,3,4,4,4,4
Store 41,Product 43,5,5,5,5,5,4,5,3,3,3,3,3,1
Store 41,Product 23,2,1,4,4,3,2,3,3,3,7,3,3,3
Store 41,Product 70,5,9,8,6,6,5,5,5,6,2,0,4,-2
Store 41,Product 900,6,5,5,4,4,4,4,4,2,2,4,4,4
Store 41,Product 926,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 948,11,11,11,11,11,11,11,11,11,9,9,9,9
Store 41,Product 828,7,6,6,5,5,5,4,4,4,0,2,2,2
Store 41,Product 937,9,7,9,9,9,8,8,5,5,5,5,5,5
Store 41,Product 897,7,6,5,6,4,4,4,3,2,4,4,2,2
Store 41,Product 892,9,8,8,6,6,6,4,4,3,4,4,4,4
Store 41,Product 858,12,10,7,6,6,5,7,5,3,7,7,5,5
Store 41,Product 852,4,1,5,3,3,1,0,3,2,3,1,1,3
Store 41,Product 961,4,4,4,4,4,4,4,4,3,3,3,3,3
Store 41,Product 862,5,5,5,4,4,4,4,4,4,2,2,2,2
Store 41,Product 14,6,4,5,4,3,3,1,3,3,-1,7,5,5
Store 41,Product 943,3,3,3,3,3,3,3,3,3,3,3,-1,-5
Store 41,Product 980,3,3,3,3,3,3,3,3,3,3,3,3,1
Store 41,Product 238,8,3,7,6,3,4,10,10,10,10,10,20,20
Store 41,Product 919,9,9,9,8,5,7,7,5,4,1,7,17,13
Store 41,Product 952,11,11,11,11,7,7,10,10,10,8,6,4,4
Store 41,Product 883,9,9,15,13,9,8,7,10,9,7,3,7,11
Store 41,Product 380,9,9,9,9,9,9,9,8,8,8,8,8,8
Store 41,Product 297,7,6,6,5,5,5,5,5,5,5,5,5,5
Store 41,Product 356,5,5,5,4,4,4,4,4,4,4,4,4,4
Store 41,Product 337,4,4,4,4,4,4,3,3,4,4,4,4,2
Store 41,Product 370,4,4,4,4,4,4,4,4,4,4,4,2,14
Store 41,Product 190,4,4,4,4,4,4,4,3,3,3,3,3,1
Store 41,Product 906,0,0,0,0,0,0,4,4,4,4,2,2,2
Store 41,Product 279,19,19,18,18,18,18,22,28,20,18,12,16,12
Store 41,Product 322,3,3,3,3,5,5,5,5,5,5,5,5,5
Store 41,Product 313,7,7,7,7,7,7,7,7,7,7,7,7,7
Store 41,Product 317,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 291,3,3,3,3,3,2,3,3,3,3,3,3,3
Store 41,Product 303,4,4,4,3,9,8,7,5,10,10,10,22,22
Store 41,Product 371,13,13,9,14,11,16,16,16,16,16,16,16,16
Store 41,Product 282,43,43,43,55,50,47,54,77,65,40,28,48,50
Store 41,Product 489,5,4,5,4,4,4,4,4,2,6,6,6,6
Store 41,Product 664,90,89,88,85,84,82,81,80,80,73,69,65,57
Store 41,Product 390,14,14,14,14,14,14,14,14,14,14,14,12,10
Store 41,Product 445,0,0,6,3,0,0,0,0,0,0,0,12,12
Store 41,Product 976,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 915,5,3,1,1,3,3,3,3,3,-2,4,4,4
Store 41,Product 738,3,3,3,3,3,3,2,2,2,2,0,2,2
Store 41,Product 649,3,3,3,3,3,3,3,3,2,5,3,9,9
Store 41,Product 616,5,3,6,6,5,5,3,6,6,4,4,4,2
Store 41,Product 677,3,3,3,3,2,2,2,1,2,0,2,2,2
Store 41,Product 517,2,2,2,2,2,2,2,2,2,4,2,2,2
Store 41,Product 634,2,1,2,2,2,1,2,2,2,2,2,2,2
Store 41,Product 674,9,9,7,7,7,6,6,6,6,6,6,4,4
Store 41,Product 888,7,6,6,6,5,0,4,3,7,5,-1,7,7
Store 41,Product 783,2,1,1,0,0,0,0,0,0,2,4,10,16
Store 41,Product 752,0,0,0,0,0,0,0,0,0,8,8,6,2
Store 41,Product 730,0,0,0,0,0,0,0,0,0,16,6,12,8
Store 41,Product 859,0,0,0,0,0,0,0,0,0,8,8,8,8
Store 41,Product 775,3,2,3,3,3,3,3,2,3,3,3,3,1
Store 41,Product 813,5,4,4,4,3,4,3,3,4,4,4,2,4
Store 41,Product 863,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 41,Product 538,3,6,6,6,6,4,8,5,3,3,13,11,-1
Store 41,Product 928,10,10,10,9,9,9,7,7,7,7,7,5,5
Store 41,Product 917,12,12,10,10,10,10,9,9,9,9,9,9,9
Store 41,Product 923,12,12,12,12,11,11,10,10,10,10,10,10,10
Store 41,Product 964,2,1,1,4,4,4,4,4,4,4,4,2,4
Store 41,Product 510,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 41,Product 508,3,3,3,3,3,3,3,2,3,3,3,3,3
Store 41,Product 469,3,3,3,3,3,3,2,2,2,2,2,2,2
Store 41,Product 492,3,3,3,3,3,3,3,3,3,1,1,-1,1
Store 41,Product 889,10,6,13,9,10,13,10,5,20,18,16,14,24
Store 41,Product 925,8,7,7,7,7,7,7,8,7,3,7,7,5
Store 41,Product 341,23,18,15,21,21,21,24,27,27,27,37,37,37
Store 41,Product 365,6,4,3,9,9,9,7,7,4,4,2,2,2
Store 41,Product 376,18,17,17,17,17,17,17,17,16,16,16,28,28
Store 41,Product 374,15,15,13,12,12,12,12,12,12,12,12,12,12
Store 41,Product 368,23,23,22,22,22,22,22,22,22,22,22,22,20
Store 41,Product 377,14,14,14,13,13,13,13,13,13,11,11,23,23
Store 41,Product 375,4,3,3,3,3,3,3,8,8,8,8,8,8
Store 41,Product 395,4,4,4,2,8,8,7,7,7,7,7,7,7
Store 41,Product 396,5,5,5,4,4,4,4,4,4,4,4,2,2
Store 41,Product 382,8,7,7,6,6,6,6,6,6,6,6,6,6
Store 41,Product 384,13,13,13,13,13,13,13,13,13,13,13,13,13
Store 41,Product 381,7,7,7,7,7,7,6,6,6,6,6,6,6
Store 41,Product 397,7,7,7,7,7,7,7,7,7,7,7,7,7
Store 41,Product 379,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 41,Product 411,21,14,38,29,23,23,23,52,47,54,46,42,36
Store 41,Product 977,27,15,14,14,0,0,0,0,0,0,0,0,0
Store 41,Product 689,4,3,0,2,3,2,4,3,3,1,1,-1,-3
Store 41,Product 701,4,4,4,3,2,3,3,2,4,4,4,2,2
Store 41,Product 968,8,8,8,8,8,8,7,7,7,7,7,7,7
Store 41,Product 966,13,13,13,12,10,10,10,25,24,24,24,24,18
Store 41,Product 971,16,16,16,16,10,10,10,10,10,10,10,10,10
Store 41,Product 685,1,3,0,1,3,5,5,5,4,2,-2,-2,-4
Store 41,Product 751,0,0,0,0,0,0,3,3,3,3,3,3,5
Store 41,Product 707,0,0,0,0,0,0,6,6,3,1,9,7,7
Store 41,Product 933,33,31,25,23,20,17,17,16,16,14,14,50,50
Store 41,Product 800,19,15,13,13,10,9,7,5,5,2,32,30,28
Store 41,Product 817,14,9,11,11,8,8,8,8,8,8,10,10,10
Store 41,Product 879,14,11,10,7,7,6,6,6,6,6,22,22,26
Store 41,Product 796,17,15,13,11,10,9,9,9,9,9,17,15,9
Store 41,Product 898,7,7,7,7,6,5,4,4,4,26,26,40,36
Store 41,Product 742,4,3,3,3,4,4,3,3,4,3,5,5,5
Store 41,Product 682,0,0,0,0,0,0,4,4,5,5,5,1,-1
Store 41,Product 693,0,0,0,0,0,0,4,4,4,4,4,4,4
Store 41,Product 690,0,0,0,0,0,0,4,4,3,5,3,7,5
Store 41,Product 687,0,0,0,0,0,0,4,4,4,4,4,4,2
Store 41,Product 681,0,0,0,0,0,0,4,4,1,3,1,-1,-1
Store 41,Product 686,0,0,0,0,0,0,4,4,2,0,2,0,-2
Store 41,Product 910,0,0,0,0,0,0,4,4,8,8,8,8,8
Store 41,Product 683,0,0,0,0,0,0,4,4,3,3,1,-5,-5
Store 41,Product 802,13,8,6,11,8,12,11,9,15,9,3,103,91
Store 41,Product 929,0,0,0,0,0,0,0,0,7,7,7,5,5
Store 41,Product 922,0,0,0,0,0,0,6,6,5,6,6,16,14
Store 41,Product 946,0,0,0,0,0,0,6,6,6,8,6,14,14
Store 41,Product 940,0,0,0,0,0,0,6,6,6,5,5,5,5
Store 41,Product 965,0,0,0,0,0,0,4,4,4,4,4,2,4
Store 41,Product 891,0,0,0,0,0,0,4,4,4,4,4,4,4
Store 41,Product 907,0,0,0,0,0,0,4,4,4,4,4,2,4
Store 41,Product 990,0,0,0,0,0,0,12,12,12,12,12,12,12
Store 41,Product 901,0,0,0,0,0,0,3,3,2,3,3,1,3
Store 41,Product 733,0,0,0,0,0,0,0,6,4,13,13,13,33
Store 41,Product 954,0,0,0,0,0,0,3,3,4,4,4,4,2
Store 41,Product 984,0,0,0,0,0,0,3,3,3,3,3,3,3
Store 42,Product 590,3,3,3,3,1,3,3,3,3,3,3,3,3
Store 42,Product 305,20,20,19,19,19,18,18,18,18,18,18,18,16
Store 42,Product 744,3,3,3,2,3,3,3,3,3,3,1,1,3
Store 42,Product 735,2,2,2,2,2,2,2,2,2,2,2,2,0
Store 42,Product 704,5,5,4,4,4,4,4,4,4,4,4,0,2
Store 42,Product 702,8,7,5,4,3,3,2,2,2,2,12,10,6
Store 42,Product 567,2,2,2,2,2,2,2,2,2,0,2,0,0
Store 42,Product 648,4,4,3,2,2,2,2,2,2,2,2,2,0
Store 42,Product 430,6,6,6,6,5,3,4,5,5,5,5,3,5
Store 42,Product 441,3,3,3,3,1,3,3,3,3,-1,7,7,3
Store 42,Product 628,7,7,7,6,5,5,3,2,2,2,2,2,2
Store 42,Product 594,4,4,4,4,4,4,4,4,4,4,4,2,2
Store 42,Product 424,2,1,3,3,2,2,1,1,2,9,9,9,9
Store 42,Product 785,4,4,4,4,4,4,4,4,3,5,5,3,5
Store 42,Product 453,2,2,2,2,2,2,2,3,2,2,2,2,2
Store 42,Product 860,12,12,12,12,11,11,11,11,11,11,11,11,11
Store 42,Product 519,5,5,5,5,5,5,4,4,4,2,2,2,2
Store 42,Product 547,3,2,2,2,2,2,2,2,2,2,2,2,2
Store 42,Product 533,2,2,1,2,2,2,1,2,2,2,2,2,2
Store 42,Product 540,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 42,Product 285,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 42,Product 244,2,2,1,7,7,7,7,7,7,7,7,5,5
Store 42,Product 255,65,65,65,64,64,64,64,64,64,64,64,64,64
Store 42,Product 252,59,59,59,58,58,58,58,58,58,58,58,56,56
Store 42,Product 306,5,5,5,5,4,4,4,4,4,4,4,4,4
Store 42,Product 210,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 42,Product 280,4,4,4,4,4,4,4,4,4,2,2,2,2
Store 42,Product 228,4,4,4,4,4,4,4,4,4,4,4,4,4
Store 42,Product 208,7,7,7,7,7,7,5,5,5,5,3,3,3
Store 42,Product 225,4,4,4,4,4,4,3,3,3,3,3,3,3
Store 42,Product 216,3,3,2,2,2,2,2,2,2,2,2,2,2
Store 42,Product 483,2,1,2,2,2,2,2,2,2,2,2,2,0
Store 42,Product 261,1,7,7,7,7,6,6,6,6,6,6,6,6
Store 42,Product 591,2,2,2,1,1,2,2,2,0,6,4,8,8
Store 42,Product 323,31,31,31,31,31,31,31,31,31,31,31,31,31
Store 42,Product 212,5,5,5,5,5,5,5,5,5,5,5,5,5
Store 42,Product 214,7,7,7,7,7,7,7,7,7,7,7,7,7
Store 42,Product 444,7,7,7,7,5,6,8,8,8,8,8,8,8
Store 42,Product 713,8,7,7,7,7,7,7,6,6,6,6,4,4
Store 42,Product 729,3,3,2,2,3,3,0,3,3,3,-1,3,1
Store 42,Product 570,2,4,3,5,3,6,3,5,5,5,5,5,3
Store 42,Product 577,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 42,Product 548,3,2,2,2,2,2,1,2,1,1,5,5,5
Store 42,Product 595,3,3,3,1,4,4,4,3,2,8,0,4,10
Store 42,Product 640,3,2,2,2,1,2,2,2,2,0,2,0,0
Store 42,Product 559,4,4,3,3,1,3,2,4,4,4,0,8,6
Store 42,Product 545,1,3,2,2,2,2,2,1,2,2,2,2,2
Store 42,Product 542,7,4,6,6,3,0,12,8,7,-5,19,19,13
Store 42,Product 659,2,2,2,2,2,2,2,2,2,2,2,0,2
Store 42,Product 484,10,8,7,6,6,5,4,4,4,2,2,2,2
Store 42,Product 551,3,3,3,3,3,3,3,3,3,3,3,3,3
Store 42,Product 611,5,5,2,14,13,13,12,12,11,7,5,3,1
Store 42,Product 294,8,8,8,8,8,8,8,8,8,8,8,8,8
Store 42,Product 246,5,5,5,5,5,5,5,5,5,5,5,5,5
Store 42,Product 414,2,2,2,2,2,2,2,2,2,2,2,2,2
Store 42,Product 593,3,3,3,3,3,3,2,2,2,2,6,6,6
Store 42,Product 625,7,7,7,7,7,7,6,6,6,6,6,4,4
Store 42,Product 610,5,5,5,5,5,5,5,5,5,5,5,5,5
Store 42,Product 478,5,5,5,5,5,5,5,5,5,3,5,5,5
Store 42,Product 479,3,3,3,3,3,3,3,2,1,1,7,7,7
Store 42,Product 627,2,4,4,3,2,4,4,2,1,1,-1,9,5
Store 42,Product 544,1,6,5,5,3,3,3,3,3,3,1,11,11
Store 42,Product 553,4,4,4,4,0,2,1,3,2,-2,6,8,8
Store 42,Product 498,9,7,7,7,7,6,5,5,5,5,3,1,1
Store 42,Product 609,2,2,2,2,2,2,1,2,1,3,3,3,3
